variant,archiveParetoFilterMode,archivePairDirectionMode,generatorMode,conditionSamplingMode,problem,run,target_FE,actual_FE,gen,Train_AF_count,Train_AI_count,Constrained_population_count,Unconstrained_population_count,GAN_generated_count,standard_outside_constrained,standard_outside_unconstrained,standard_outside_archive_AF,standard_outside_archive_AI,standard_outside_GAN,standard_visible_constrained,standard_visible_unconstrained,standard_visible_archive_AF,standard_visible_archive_AI,standard_visible_GAN,snapshot_file,figure_file
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,10000,10020,49,161,161,100,100,20,44,67,69,7,17,56,33,92,154,3,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE010000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE010000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,20000,20120,98,216,216,100,100,20,19,64,15,4,1,81,36,201,212,19,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE020000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE020000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,30000,30020,147,134,134,100,100,20,20,31,7,4,3,80,69,127,130,17,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE030000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE030000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,40000,40120,196,242,242,100,100,20,17,31,10,8,0,83,69,232,234,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE040000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE040000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,50000,50020,245,247,247,100,100,20,11,33,6,0,0,89,67,241,247,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE050000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE050000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,60000,60120,294,260,260,100,100,20,0,0,0,0,0,100,100,260,260,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE060000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE060000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,70000,70020,343,315,315,100,100,20,0,0,0,0,0,100,100,315,315,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE070000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE070000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,80000,80120,392,340,340,100,100,20,0,0,0,0,0,100,100,340,340,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE080000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE080000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,90000,90020,441,298,298,100,100,20,0,0,0,0,0,100,100,298,298,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE090000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE090000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP8_BC,1,100000,100120,491,349,349,100,100,20,0,0,0,0,0,100,100,349,349,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP8_BC_run1/LIRCMOP8_BC_run1_targetFE100000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP8_BC/A1_pair_cd_LIRCMOP8_BC_run1_FE100000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,10000,10060,49,51,51,100,100,20,0,0,0,0,1,100,100,51,51,19,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE010000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE010000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,20000,20160,98,44,44,100,100,20,0,0,0,0,0,100,100,44,44,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE020000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE020000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,30000,30060,147,56,56,100,100,20,0,0,0,0,0,100,100,56,56,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE030000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE030000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,40000,40160,196,63,63,100,100,20,0,0,0,0,0,100,100,63,63,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE040000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE040000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,50000,50060,245,47,47,100,100,20,0,0,0,0,0,100,100,47,47,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE050000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE050000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,60000,60160,294,65,65,100,100,20,0,0,0,0,0,100,100,65,65,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE060000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE060000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,70000,70060,343,76,76,100,100,20,0,0,0,0,0,100,100,76,76,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE070000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE070000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,80000,80160,392,87,87,100,100,20,0,0,0,0,0,100,100,87,87,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE080000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE080000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,90000,90060,441,93,93,100,100,20,0,0,0,0,0,100,100,93,93,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE090000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE090000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP9_BC,1,100000,100160,491,95,95,100,100,20,0,0,0,0,0,100,100,95,95,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP9_BC_run1/LIRCMOP9_BC_run1_targetFE100000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP9_BC/A1_pair_cd_LIRCMOP9_BC_run1_FE100000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,10000,10060,49,65,65,100,100,20,0,0,0,0,0,100,100,65,65,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE010000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE010000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,20000,20160,98,66,66,100,100,20,0,0,0,0,0,100,100,66,66,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE020000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE020000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,30000,30060,147,94,94,100,100,20,0,0,0,0,0,100,100,94,94,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE030000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE030000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,40000,40160,196,134,134,100,100,20,0,0,0,0,0,100,100,134,134,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE040000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE040000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,50000,50060,245,148,148,100,100,20,0,0,0,0,0,100,100,148,148,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE050000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE050000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,60000,60160,294,152,152,100,100,20,0,0,0,0,0,100,100,152,152,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE060000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE060000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,70000,70060,343,173,173,100,100,20,0,0,0,0,0,100,100,173,173,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE070000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE070000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,80000,80160,392,166,166,100,100,20,0,0,0,0,0,100,100,166,166,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE080000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE080000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,90000,90060,441,218,218,100,100,20,0,0,0,0,0,100,100,218,218,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE090000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE090000_AF_GAN_objective.png
A1_pair_cd,global_af_nd,af_not_dominates_ai,pair_cd_conditioned,,LIRCMOP10_BC,1,100000,100160,491,224,224,100,100,20,0,0,0,0,0,100,100,224,224,20,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/snapshots/A1_pair_cd/LIRCMOP10_BC_run1/LIRCMOP10_BC_run1_targetFE100000_A1_pair_cd_archive_training.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/A1_pair_cd_snapshots_run1_20260608_132525/archive_objective_snapshots/figures/A1_pair_cd/LIRCMOP10_BC/A1_pair_cd_LIRCMOP10_BC_run1_FE100000_AF_GAN_objective.png
